seqname,source,feature,start,end,score,strand,frame,attribute,CRT
Bd1,phytozome9_0,gene,6144527,6156013,.,-,.,Bradi1g08727,1
Bd1,phytozome9_0,gene,6156648,6157733,.,+,.,Bradi1g08740,0
Bd1,phytozome9_0,gene,6158867,6159768,.,+,.,Bradi1g08750,1
Bd1,phytozome9_0,gene,6160051,6163671,.,-,.,Bradi1g08760,1
Bd1,phytozome9_0,gene,6166168,6167527,.,-,.,Bradi1g08770,0
Bd1,phytozome9_0,gene,6171404,6177318,.,+,.,Bradi1g08780,0
Bd1,phytozome9_0,gene,6179215,6180806,.,-,.,Bradi1g08790,1
Bd1,phytozome9_0,gene,6183123,6183569,.,-,.,Bradi1g08800,1
Bd1,phytozome9_0,gene,6187491,6191132,.,+,.,Bradi1g08810,1
Bd1,phytozome9_0,gene,6196861,6198158,.,+,.,Bradi1g08820,1
Bd1,phytozome9_0,gene,6199062,6202306,.,-,.,Bradi1g08830,2
Bd1,phytozome9_0,gene,6204158,6205907,.,-,.,Bradi1g08840,3
Bd1,phytozome9_0,gene,6207116,6218062,.,+,.,Bradi1g08847,1
Bd1,phytozome9_0,gene,6225476,6226263,.,+,.,Bradi1g08860,2
Bd1,phytozome9_0,gene,6256520,6257659,.,-,.,Bradi1g08870,1
Bd1,phytozome9_0,gene,6283237,6285467,.,+,.,Bradi1g08880,0
Bd1,phytozome9_0,gene,6287441,6290883,.,+,.,Bradi1g08890,0
Bd1,phytozome9_0,gene,6293310,6297396,.,+,.,Bradi1g08900,0
Bd1,phytozome9_0,gene,6297826,6300492,.,-,.,Bradi1g08907,1
Bd1,phytozome9_0,gene,6309163,6326121,.,+,.,Bradi1g08917,0
Bd1,phytozome9_0,gene,6327453,6329836,.,+,.,Bradi1g08930,1
Bd1,phytozome9_0,gene,6330006,6332858,.,-,.,Bradi1g08940,2
Bd1,phytozome9_0,gene,6333212,6334384,.,+,.,Bradi1g08950,1
Bd1,phytozome9_0,gene,6337113,6337334,.,+,.,Bradi1g08960,2
Bd1,phytozome9_0,gene,6338916,6340535,.,+,.,Bradi1g08970,1
Bd1,phytozome9_0,gene,6344000,6347899,.,+,.,Bradi1g08977,2
Bd1,phytozome9_0,gene,6351432,6352286,.,-,.,Bradi1g08990,1
Bd1,phytozome9_0,gene,6356310,6358658,.,-,.,Bradi1g09000,0
Bd1,phytozome9_0,gene,6377504,6378851,.,+,.,Bradi1g09010,0
Bd1,phytozome9_0,gene,6378957,6380489,.,-,.,Bradi1g09020,1
Bd1,phytozome9_0,gene,6386141,6389595,.,+,.,Bradi1g09030,1
Bd1,phytozome9_0,gene,6389708,6391954,.,-,.,Bradi1g09040,2
Bd1,phytozome9_0,gene,6394072,6394924,.,+,.,Bradi1g09050,2
Bd1,phytozome9_0,gene,6398234,6401108,.,-,.,Bradi1g09060,0
Bd1,phytozome9_0,gene,6430560,6430886,.,-,.,Bradi1g09070,0
Bd1,phytozome9_0,gene,6452536,6454824,.,-,.,Bradi1g09080,1
Bd1,phytozome9_0,gene,6463216,6465761,.,+,.,Bradi1g09090,1
Bd1,phytozome9_0,gene,6464375,6469684,.,-,.,Bradi1g09100,2
Bd1,phytozome9_0,gene,6470410,6473867,.,-,.,Bradi1g09110,1
Bd1,phytozome9_0,gene,6479735,6485584,.,+,.,Bradi1g09120,0
Bd1,phytozome9_0,gene,6491163,6492079,.,-,.,Bradi1g09130,0
Bd1,phytozome9_0,gene,6522697,6527108,.,+,.,Bradi1g09140,0
Bd1,phytozome9_0,gene,6530430,6531542,.,-,.,Bradi1g09150,1
Bd1,phytozome9_0,gene,6539771,6542032,.,+,.,Bradi1g09160,3
Bd1,phytozome9_0,gene,6545010,6548310,.,-,.,Bradi1g09170,0
Bd1,phytozome9_0,gene,6560096,6562749,.,-,.,Bradi1g09177,1
Bd1,phytozome9_0,gene,6570602,6573459,.,-,.,Bradi1g09187,0
Bd1,phytozome9_0,gene,6575110,6579308,.,-,.,Bradi1g09200,1
Bd1,phytozome9_0,gene,6581639,6586099,.,-,.,Bradi1g09210,2
Bd1,phytozome9_0,gene,6593517,6594594,.,-,.,Bradi1g09220,2
Bd1,phytozome9_0,gene,6603710,6604342,.,+,.,Bradi1g09230,1
Bd1,phytozome9_0,gene,6615088,6616590,.,-,.,Bradi1g09240,1
Bd1,phytozome9_0,gene,6632530,6633984,.,-,.,Bradi1g09250,1
Bd1,phytozome9_0,gene,6635136,6638641,.,-,.,Bradi1g09260,0
Bd1,phytozome9_0,gene,6645096,6648504,.,-,.,Bradi1g09270,0
Bd1,phytozome9_0,gene,6665488,6666023,.,+,.,Bradi1g09280,0
Bd1,phytozome9_0,gene,6666940,6673068,.,+,.,Bradi1g09290,0
Bd1,phytozome9_0,gene,6675454,6679951,.,-,.,Bradi1g09300,0
Bd1,phytozome9_0,gene,6681692,6700747,.,-,.,Bradi1g09310,0
Bd1,phytozome9_0,gene,6704134,6707695,.,-,.,Bradi1g09320,1
Bd1,phytozome9_0,gene,6708045,6711675,.,+,.,Bradi1g09327,1
Bd1,phytozome9_0,gene,6712615,6723817,.,-,.,Bradi1g09340,0
Bd1,phytozome9_0,gene,6726191,6730774,.,+,.,Bradi1g09350,0
Bd1,phytozome9_0,gene,6736291,6739409,.,+,.,Bradi1g09357,2
Bd1,phytozome9_0,gene,6739853,6743954,.,-,.,Bradi1g09370,0
Bd1,phytozome9_0,gene,6744330,6747389,.,+,.,Bradi1g09380,1
Bd1,phytozome9_0,gene,6750148,6757948,.,+,.,Bradi1g09390,0
Bd1,phytozome9_0,gene,6759605,6764043,.,+,.,Bradi1g09400,0
Bd1,phytozome9_0,gene,6765210,6766354,.,-,.,Bradi1g09410,0
Bd1,phytozome9_0,gene,6771873,6773763,.,+,.,Bradi1g09420,0
Bd1,phytozome9_0,gene,6773563,6774384,.,-,.,Bradi1g09430,0
Bd1,phytozome9_0,gene,6779834,6781299,.,-,.,Bradi1g09440,1
Bd1,phytozome9_0,gene,6784461,6789101,.,+,.,Bradi1g09450,3
Bd1,phytozome9_0,gene,6793543,6797135,.,+,.,Bradi1g09460,0
Bd1,phytozome9_0,gene,6797692,6799229,.,-,.,Bradi1g09470,0
Bd1,phytozome9_0,gene,6800110,6801748,.,+,.,Bradi1g09480,0
Bd1,phytozome9_0,gene,6802941,6803672,.,-,.,Bradi1g09487,2
Bd1,phytozome9_0,gene,6808102,6810031,.,-,.,Bradi1g09500,1
Bd1,phytozome9_0,gene,6816149,6819774,.,+,.,Bradi1g09507,1
Bd1,phytozome9_0,gene,6822614,6824095,.,+,.,Bradi1g09520,0
Bd1,phytozome9_0,gene,6826242,6832668,.,-,.,Bradi1g09530,0
Bd1,phytozome9_0,gene,6836495,6841063,.,+,.,Bradi1g09537,0
Bd1,phytozome9_0,gene,6841591,6845854,.,+,.,Bradi1g09550,0
Bd1,phytozome9_0,gene,6846185,6851054,.,+,.,Bradi1g09560,0
Bd1,phytozome9_0,gene,6852708,6853298,.,+,.,Bradi1g09570,2
Bd1,phytozome9_0,gene,6854196,6855052,.,+,.,Bradi1g09577,1
Bd1,phytozome9_0,gene,6858511,6859971,.,+,.,Bradi1g09590,0
Bd1,phytozome9_0,gene,6864158,6864759,.,-,.,Bradi1g09600,1
Bd1,phytozome9_0,gene,6888353,6898640,.,+,.,Bradi1g09615,0
Bd1,phytozome9_0,gene,6904693,6907189,.,-,.,Bradi1g09630,0
Bd1,phytozome9_0,gene,6913613,6914651,.,-,.,Bradi1g09637,0
Bd1,phytozome9_0,gene,6915645,6917954,.,-,.,Bradi1g09650,0
Bd1,phytozome9_0,gene,6922209,6926582,.,-,.,Bradi1g09660,2
Bd1,phytozome9_0,gene,6929244,6932188,.,-,.,Bradi1g09670,0
Bd1,phytozome9_0,gene,6940794,6944721,.,-,.,Bradi1g09680,2
Bd1,phytozome9_0,gene,6948669,6949904,.,-,.,Bradi1g09690,1
Bd1,phytozome9_0,gene,6959780,6961125,.,-,.,Bradi1g09700,0
Bd1,phytozome9_0,gene,6964955,6968439,.,+,.,Bradi1g09710,0
Bd1,phytozome9_0,gene,6969713,6971037,.,-,.,Bradi1g09720,0
Bd1,phytozome9_0,gene,6974638,6978563,.,+,.,Bradi1g09730,0
Bd1,phytozome9_0,gene,6978853,6982866,.,+,.,Bradi1g09737,0
Bd1,phytozome9_0,gene,6983374,6993418,.,-,.,Bradi1g09750,0
Bd1,phytozome9_0,gene,6996231,6997657,.,-,.,Bradi1g09760,0
Bd1,phytozome9_0,gene,6997780,7000495,.,-,.,Bradi1g09770,0
Bd1,phytozome9_0,gene,7044724,7046390,.,+,.,Bradi1g09780,0
Bd1,phytozome9_0,gene,7047230,7048656,.,-,.,Bradi1g09790,0
Bd1,phytozome9_0,gene,7048763,7051076,.,-,.,Bradi1g09800,0
Bd1,phytozome9_0,gene,7058365,7074716,.,+,.,Bradi1g09810,0
Bd1,phytozome9_0,gene,7083575,7086925,.,-,.,Bradi1g09820,1
Bd1,phytozome9_0,gene,7089440,7090108,.,-,.,Bradi1g09830,0
Bd1,phytozome9_0,gene,7093677,7095102,.,+,.,Bradi1g09840,0
Bd1,phytozome9_0,gene,7096179,7101311,.,+,.,Bradi1g09847,0
Bd1,phytozome9_0,gene,7101842,7103948,.,-,.,Bradi1g09860,0
Bd1,phytozome9_0,gene,7106902,7110502,.,-,.,Bradi1g09870,1
Bd1,phytozome9_0,gene,7111637,7114461,.,-,.,Bradi1g09877,0
Bd1,phytozome9_0,gene,7117130,7117903,.,-,.,Bradi1g09890,0
Bd1,phytozome9_0,gene,7121044,7123408,.,-,.,Bradi1g09900,1
Bd1,phytozome9_0,gene,7137452,7139292,.,+,.,Bradi1g09910,0
Bd1,phytozome9_0,gene,7139877,7142197,.,+,.,Bradi1g09917,1
Bd1,phytozome9_0,gene,7142534,7145216,.,+,.,Bradi1g09930,2
Bd1,phytozome9_0,gene,7145718,7148789,.,+,.,Bradi1g09940,1
Bd1,phytozome9_0,gene,7149096,7151038,.,-,.,Bradi1g09950,0
Bd1,phytozome9_0,gene,7157949,7161751,.,+,.,Bradi1g09960,0
Bd1,phytozome9_0,gene,7161979,7170916,.,-,.,Bradi1g09970,0
Bd1,phytozome9_0,gene,7171278,7173524,.,+,.,Bradi1g09980,1
Bd1,phytozome9_0,gene,7173754,7177132,.,-,.,Bradi1g09990,1
Bd1,phytozome9_0,gene,7177337,7181860,.,-,.,Bradi1g10000,1
Bd1,phytozome9_0,gene,7182894,7190169,.,+,.,Bradi1g10007,0
Bd1,phytozome9_0,gene,7192889,7194967,.,-,.,Bradi1g10017,0
Bd1,phytozome9_0,gene,7209811,7212045,.,+,.,Bradi1g10030,2
Bd1,phytozome9_0,gene,7223281,7225688,.,-,.,Bradi1g10040,0
Bd1,phytozome9_0,gene,7238508,7245458,.,+,.,Bradi1g10047,0
Bd1,phytozome9_0,gene,7246756,7249431,.,+,.,Bradi1g10060,0
Bd1,phytozome9_0,gene,7252897,7257993,.,+,.,Bradi1g10070,1
Bd1,phytozome9_0,gene,7258945,7259763,.,+,.,Bradi1g10080,1
Bd1,phytozome9_0,gene,7262046,7265857,.,-,.,Bradi1g10090,1
Bd1,phytozome9_0,gene,7274267,7276340,.,+,.,Bradi1g10100,0
Bd1,phytozome9_0,gene,7285956,7290974,.,+,.,Bradi1g10110,0
Bd1,phytozome9_0,gene,7295026,7297025,.,-,.,Bradi1g10120,0
Bd1,phytozome9_0,gene,7302106,7305687,.,+,.,Bradi1g10130,0
Bd1,phytozome9_0,gene,7306923,7313341,.,-,.,Bradi1g10140,1
Bd1,phytozome9_0,gene,7318604,7321715,.,-,.,Bradi1g10150,0
Bd1,phytozome9_0,gene,7325356,7326265,.,+,.,Bradi1g10160,0
Bd1,phytozome9_0,gene,7331029,7333106,.,-,.,Bradi1g10170,0
Bd1,phytozome9_0,gene,7348242,7352872,.,-,.,Bradi1g10180,0
Bd1,phytozome9_0,gene,7353159,7357522,.,-,.,Bradi1g10190,0
Bd1,phytozome9_0,gene,7361044,7361343,.,-,.,Bradi1g10200,1
Bd1,phytozome9_0,gene,7363419,7375025,.,-,.,Bradi1g10210,1
Bd1,phytozome9_0,gene,7376977,7379586,.,-,.,Bradi1g10220,0
Bd1,phytozome9_0,gene,7379909,7381430,.,-,.,Bradi1g10230,0
Bd1,phytozome9_0,gene,7383167,7384965,.,-,.,Bradi1g10240,0
Bd1,phytozome9_0,gene,7400468,7400844,.,+,.,Bradi1g10250,0
Bd1,phytozome9_0,gene,7411317,7415752,.,+,.,Bradi1g10260,0
Bd1,phytozome9_0,gene,7416416,7419008,.,-,.,Bradi1g10270,0
Bd1,phytozome9_0,gene,7423975,7425578,.,+,.,Bradi1g10280,0
Bd1,phytozome9_0,gene,7429448,7430624,.,+,.,Bradi1g10290,0
Bd1,phytozome9_0,gene,7431735,7436070,.,-,.,Bradi1g10300,0
Bd1,phytozome9_0,gene,7437766,7438687,.,-,.,Bradi1g10310,0
Bd1,phytozome9_0,gene,7440326,7441414,.,+,.,Bradi1g10320,1
Bd1,phytozome9_0,gene,7445169,7447109,.,-,.,Bradi1g10330,1
Bd1,phytozome9_0,gene,7454795,7460521,.,+,.,Bradi1g10340,1
Bd1,phytozome9_0,gene,7460705,7462782,.,-,.,Bradi1g10347,1
Bd1,phytozome9_0,gene,7472038,7479036,.,-,.,Bradi1g10360,1
Bd1,phytozome9_0,gene,7480771,7486827,.,-,.,Bradi1g10370,0
Bd1,phytozome9_0,gene,7489712,7490734,.,+,.,Bradi1g10380,0
Bd1,phytozome9_0,gene,7491215,7491943,.,-,.,Bradi1g10390,0
Bd1,phytozome9_0,gene,7497781,7498515,.,+,.,Bradi1g10400,0
Bd1,phytozome9_0,gene,7502934,7505859,.,+,.,Bradi1g10410,1
Bd1,phytozome9_0,gene,7507648,7508253,.,+,.,Bradi1g10420,1
Bd1,phytozome9_0,gene,7512379,7513667,.,+,.,Bradi1g10430,0
Bd1,phytozome9_0,gene,7515024,7517067,.,+,.,Bradi1g10440,1
Bd1,phytozome9_0,gene,7516093,7536686,.,-,.,Bradi1g10447,0
Bd1,phytozome9_0,gene,7543821,7544635,.,+,.,Bradi1g10460,1
Bd1,phytozome9_0,gene,7547782,7549349,.,-,.,Bradi1g10470,0
Bd1,phytozome9_0,gene,7566649,7572836,.,-,.,Bradi1g10480,0
Bd1,phytozome9_0,gene,7578229,7582060,.,+,.,Bradi1g10490,0
Bd1,phytozome9_0,gene,7582946,7584317,.,+,.,Bradi1g10500,2
Bd1,phytozome9_0,gene,7587169,7595526,.,-,.,Bradi1g10510,0
Bd1,phytozome9_0,gene,7608174,7615403,.,+,.,Bradi1g10520,2
Bd1,phytozome9_0,gene,7619237,7626251,.,+,.,Bradi1g10530,1
Bd1,phytozome9_0,gene,7630591,7632936,.,+,.,Bradi1g10540,2
Bd1,phytozome9_0,gene,7637716,7648543,.,+,.,Bradi1g10550,1
Bd1,phytozome9_0,gene,7654861,7658924,.,+,.,Bradi1g10560,0
Bd1,phytozome9_0,gene,7660958,7663779,.,+,.,Bradi1g10567,0
Bd1,phytozome9_0,gene,7664014,7664614,.,-,.,Bradi1g10580,0
Bd1,phytozome9_0,gene,7666968,7670973,.,+,.,Bradi1g10590,3
Bd1,phytozome9_0,gene,7672576,7674201,.,-,.,Bradi1g10600,1
Bd1,phytozome9_0,gene,7680621,7681531,.,-,.,Bradi1g10610,0
Bd1,phytozome9_0,gene,7688553,7689236,.,-,.,Bradi1g10620,1
Bd1,phytozome9_0,gene,7691713,7694435,.,-,.,Bradi1g10630,1
Bd1,phytozome9_0,gene,7702867,7705594,.,-,.,Bradi1g10640,0
Bd1,phytozome9_0,gene,7711434,7713947,.,-,.,Bradi1g10650,1
Bd1,phytozome9_0,gene,7715815,7722216,.,-,.,Bradi1g10660,0
Bd1,phytozome9_0,gene,7729435,7731169,.,-,.,Bradi1g10670,1
Bd1,phytozome9_0,gene,7732809,7735854,.,+,.,Bradi1g10680,0
Bd1,phytozome9_0,gene,7736500,7741259,.,-,.,Bradi1g10690,1
Bd1,phytozome9_0,gene,7745083,7755132,.,+,.,Bradi1g10697,1
Bd1,phytozome9_0,gene,7755481,7761701,.,-,.,Bradi1g10710,0
Bd1,phytozome9_0,gene,7769995,7774262,.,-,.,Bradi1g10720,1
Bd1,phytozome9_0,gene,7777864,7778292,.,-,.,Bradi1g10730,0
Bd1,phytozome9_0,gene,7780583,7781180,.,-,.,Bradi1g10740,1
Bd1,phytozome9_0,gene,7799175,7801791,.,-,.,Bradi1g10750,1
Bd1,phytozome9_0,gene,7803371,7807138,.,+,.,Bradi1g10760,1
Bd1,phytozome9_0,gene,7809375,7810400,.,+,.,Bradi1g10770,0
Bd1,phytozome9_0,gene,7812792,7816966,.,+,.,Bradi1g10780,1
Bd1,phytozome9_0,gene,7835644,7836642,.,-,.,Bradi1g10790,1
Bd1,phytozome9_0,gene,7865287,7866321,.,+,.,Bradi1g10800,1
Bd1,phytozome9_0,gene,7866789,7871384,.,+,.,Bradi1g10810,1
Bd1,phytozome9_0,gene,7871837,7873360,.,-,.,Bradi1g10820,3
Bd1,phytozome9_0,gene,7875785,7876973,.,-,.,Bradi1g10830,0
Bd1,phytozome9_0,gene,7880558,7882228,.,-,.,Bradi1g10840,0
Bd1,phytozome9_0,gene,7891873,7893240,.,+,.,Bradi1g10850,1
Bd1,phytozome9_0,gene,7894244,7895650,.,+,.,Bradi1g10860,3
Bd1,phytozome9_0,gene,7902072,7908082,.,+,.,Bradi1g10870,1
Bd1,phytozome9_0,gene,7919251,7920564,.,+,.,Bradi1g10880,3
Bd1,phytozome9_0,gene,7921550,7925305,.,-,.,Bradi1g10890,3
Bd1,phytozome9_0,gene,7931948,7933410,.,+,.,Bradi1g10900,2
Bd1,phytozome9_0,gene,7933822,7934493,.,-,.,Bradi1g10910,0
Bd1,phytozome9_0,gene,7934862,7942008,.,-,.,Bradi1g10917,0
Bd1,phytozome9_0,gene,7942151,7946211,.,-,.,Bradi1g10930,0
Bd1,phytozome9_0,gene,7947702,7952770,.,-,.,Bradi1g10940,1
Bd1,phytozome9_0,gene,7955079,7960066,.,-,.,Bradi1g10950,0
Bd1,phytozome9_0,gene,7963748,7970077,.,-,.,Bradi1g10960,0
Bd1,phytozome9_0,gene,7973279,7979810,.,-,.,Bradi1g10970,0
Bd1,phytozome9_0,gene,7993573,7997049,.,+,.,Bradi1g10980,0
Bd1,phytozome9_0,gene,7997677,7999472,.,+,.,Bradi1g10990,1
Bd1,phytozome9_0,gene,7999747,8002411,.,+,.,Bradi1g11000,1
Bd1,phytozome9_0,gene,8002529,8007898,.,-,.,Bradi1g11010,1
Bd1,phytozome9_0,gene,8009788,8015003,.,+,.,Bradi1g11020,0
Bd1,phytozome9_0,gene,8029295,8038797,.,+,.,Bradi1g11027,0
Bd1,phytozome9_0,gene,8047886,8052222,.,-,.,Bradi1g11040,0
Bd1,phytozome9_0,gene,8084476,8086198,.,+,.,Bradi1g11050,0
Bd1,phytozome9_0,gene,8129288,8130445,.,+,.,Bradi1g11060,1
Bd1,phytozome9_0,gene,8149832,8164731,.,-,.,Bradi1g11070,0
Bd1,phytozome9_0,gene,8168243,8171632,.,+,.,Bradi1g11080,0
Bd1,phytozome9_0,gene,8185615,8188209,.,+,.,Bradi1g11090,2
Bd1,phytozome9_0,gene,8201693,8203891,.,+,.,Bradi1g11100,0
Bd1,phytozome9_0,gene,8215080,8225462,.,-,.,Bradi1g11110,0
Bd1,phytozome9_0,gene,8230612,8231478,.,+,.,Bradi1g11120,0
Bd1,phytozome9_0,gene,8231937,8235511,.,-,.,Bradi1g11130,2
Bd1,phytozome9_0,gene,8235911,8237062,.,+,.,Bradi1g11140,2
Bd1,phytozome9_0,gene,8241406,8247639,.,+,.,Bradi1g11150,2
Bd1,phytozome9_0,gene,8248155,8249418,.,-,.,Bradi1g11160,0
Bd1,phytozome9_0,gene,8249556,8250601,.,-,.,Bradi1g11170,0
Bd1,phytozome9_0,gene,8253009,8255793,.,-,.,Bradi1g11180,0
Bd1,phytozome9_0,gene,8260514,8264644,.,-,.,Bradi1g11187,4
Bd1,phytozome9_0,gene,8272244,8274453,.,-,.,Bradi1g11200,0
Bd1,phytozome9_0,gene,8276374,8282685,.,+,.,Bradi1g11210,0
Bd1,phytozome9_0,gene,8282694,8284547,.,-,.,Bradi1g11220,0
Bd1,phytozome9_0,gene,8289658,8290401,.,-,.,Bradi1g11230,0
Bd1,phytozome9_0,gene,8294194,8295596,.,-,.,Bradi1g11240,0
Bd1,phytozome9_0,gene,8305109,8306744,.,+,.,Bradi1g11250,0
Bd1,phytozome9_0,gene,8306773,8309479,.,-,.,Bradi1g11260,0
Bd1,phytozome9_0,gene,8312453,8314464,.,-,.,Bradi1g11270,1
Bd1,phytozome9_0,gene,8332411,8333953,.,-,.,Bradi1g11280,1
Bd1,phytozome9_0,gene,8339785,8341457,.,+,.,Bradi1g11290,1
Bd1,phytozome9_0,gene,8343501,8352489,.,+,.,Bradi1g11300,0
Bd1,phytozome9_0,gene,8356244,8358332,.,+,.,Bradi1g11310,1
Bd1,phytozome9_0,gene,8360691,8378118,.,-,.,Bradi1g11317,1
Bd1,phytozome9_0,gene,8379191,8381740,.,+,.,Bradi1g11330,0
Bd1,phytozome9_0,gene,8383412,8389610,.,-,.,Bradi1g11340,0
Bd1,phytozome9_0,gene,8411539,8412885,.,-,.,Bradi1g11350,3
Bd1,phytozome9_0,gene,8427383,8435041,.,+,.,Bradi1g11365,0
Bd1,phytozome9_0,gene,8436386,8447707,.,-,.,Bradi1g11380,0
Bd1,phytozome9_0,gene,8454047,8455951,.,+,.,Bradi1g11390,0
Bd1,phytozome9_0,gene,8456670,8460205,.,+,.,Bradi1g11397,0
Bd1,phytozome9_0,gene,8461333,8465761,.,+,.,Bradi1g11410,0
Bd1,phytozome9_0,gene,8477906,8480529,.,+,.,Bradi1g11420,0
Bd1,phytozome9_0,gene,8486874,8490027,.,-,.,Bradi1g11430,1
Bd1,phytozome9_0,gene,8518287,8525635,.,+,.,Bradi1g11440,0
Bd1,phytozome9_0,gene,8525543,8528476,.,-,.,Bradi1g11450,0
Bd1,phytozome9_0,gene,8532020,8533617,.,+,.,Bradi1g11460,0
Bd1,phytozome9_0,gene,8535482,8537240,.,-,.,Bradi1g11467,0
Bd1,phytozome9_0,gene,8538647,8540953,.,+,.,Bradi1g11480,1
Bd1,phytozome9_0,gene,8546918,8553018,.,+,.,Bradi1g11490,0
Bd1,phytozome9_0,gene,8558428,8564430,.,+,.,Bradi1g11500,0
Bd1,phytozome9_0,gene,8566029,8566736,.,-,.,Bradi1g11510,1
Bd1,phytozome9_0,gene,8567127,8571786,.,-,.,Bradi1g11520,1
Bd1,phytozome9_0,gene,8573765,8574808,.,-,.,Bradi1g11525,2
Bd1,phytozome9_0,gene,8577640,8583181,.,-,.,Bradi1g11530,0
Bd1,phytozome9_0,gene,8589031,8593067,.,+,.,Bradi1g11540,0
Bd1,phytozome9_0,gene,8593935,8596488,.,+,.,Bradi1g11550,1
Bd1,phytozome9_0,gene,8599288,8600246,.,+,.,Bradi1g11557,0
Bd1,phytozome9_0,gene,8601717,8604251,.,-,.,Bradi1g11567,1
Bd1,phytozome9_0,gene,8616831,8618104,.,+,.,Bradi1g11580,0
Bd1,phytozome9_0,gene,8619957,8620787,.,-,.,Bradi1g11590,1
Bd1,phytozome9_0,gene,8622442,8624828,.,-,.,Bradi1g11600,0
Bd1,phytozome9_0,gene,8626751,8629059,.,-,.,Bradi1g11610,0
Bd1,phytozome9_0,gene,8631324,8634325,.,-,.,Bradi1g11620,0
Bd1,phytozome9_0,gene,8635595,8637211,.,+,.,Bradi1g11630,0
Bd1,phytozome9_0,gene,8637897,8648483,.,-,.,Bradi1g11640,0
Bd1,phytozome9_0,gene,8653687,8660305,.,-,.,Bradi1g11650,0
Bd1,phytozome9_0,gene,8662022,8666491,.,-,.,Bradi1g11660,2
Bd1,phytozome9_0,gene,8667962,8673566,.,-,.,Bradi1g11670,2
Bd1,phytozome9_0,gene,8686312,8690433,.,-,.,Bradi1g11680,2
Bd1,phytozome9_0,gene,8697159,8700582,.,-,.,Bradi1g11687,0
Bd1,phytozome9_0,gene,8702238,8705544,.,+,.,Bradi1g11700,2
Bd1,phytozome9_0,gene,8709697,8710771,.,+,.,Bradi1g11710,1
Bd1,phytozome9_0,gene,8711268,8715553,.,-,.,Bradi1g11720,1
Bd1,phytozome9_0,gene,8718135,8725894,.,-,.,Bradi1g11730,1
Bd1,phytozome9_0,gene,8728209,8731977,.,+,.,Bradi1g11740,1
Bd1,phytozome9_0,gene,8735003,8735889,.,+,.,Bradi1g11750,1
Bd1,phytozome9_0,gene,8748953,8751793,.,-,.,Bradi1g11760,0
Bd1,phytozome9_0,gene,8757889,8760822,.,-,.,Bradi1g11770,1
Bd1,phytozome9_0,gene,8765203,8770153,.,+,.,Bradi1g11780,1
Bd1,phytozome9_0,gene,8775485,8777010,.,-,.,Bradi1g11790,0
Bd1,phytozome9_0,gene,8782279,8786402,.,-,.,Bradi1g11800,1
Bd1,phytozome9_0,gene,8791659,8795795,.,-,.,Bradi1g11810,0
Bd1,phytozome9_0,gene,8797375,8805984,.,+,.,Bradi1g11817,0
Bd1,phytozome9_0,gene,8806297,8808941,.,+,.,Bradi1g11830,0
Bd1,phytozome9_0,gene,8809690,8813352,.,-,.,Bradi1g11837,1
Bd1,phytozome9_0,gene,8820340,8821956,.,+,.,Bradi1g11850,0
Bd1,phytozome9_0,gene,8822612,8823529,.,+,.,Bradi1g11860,2
Bd1,phytozome9_0,gene,8829867,8831369,.,-,.,Bradi1g11870,0
Bd1,phytozome9_0,gene,8832657,8837358,.,-,.,Bradi1g11876,0
Bd1,phytozome9_0,gene,8838352,8841101,.,-,.,Bradi1g11882,0
Bd1,phytozome9_0,gene,8841508,8842001,.,+,.,Bradi1g11890,0
Bd1,phytozome9_0,gene,8845794,8847850,.,+,.,Bradi1g11900,0
Bd1,phytozome9_0,gene,8848236,8851820,.,-,.,Bradi1g11910,1
Bd1,phytozome9_0,gene,8858630,8859654,.,+,.,Bradi1g11920,1
Bd1,phytozome9_0,gene,8862560,8863478,.,+,.,Bradi1g11930,3
Bd1,phytozome9_0,gene,8870216,8872300,.,-,.,Bradi1g11940,1
Bd1,phytozome9_0,gene,8883040,8885913,.,+,.,Bradi1g11950,3
Bd1,phytozome9_0,gene,8886086,8889191,.,-,.,Bradi1g11960,1
Bd1,phytozome9_0,gene,8894972,8895985,.,-,.,Bradi1g11970,1
Bd1,phytozome9_0,gene,8899665,8905152,.,+,.,Bradi1g11980,1
Bd1,phytozome9_0,gene,8907957,8908713,.,+,.,Bradi1g11986,0
Bd1,phytozome9_0,gene,8910903,8911466,.,+,.,Bradi1g11992,0
Bd1,phytozome9_0,gene,8916292,8921242,.,+,.,Bradi1g12000,0
Bd1,phytozome9_0,gene,8926354,8930434,.,+,.,Bradi1g12010,0
Bd1,phytozome9_0,gene,8933527,8934379,.,+,.,Bradi1g12020,2
Bd1,phytozome9_0,gene,8936927,8939287,.,-,.,Bradi1g12030,0
Bd1,phytozome9_0,gene,8940358,8947933,.,-,.,Bradi1g12040,0
Bd1,phytozome9_0,gene,8951229,8958807,.,+,.,Bradi1g12050,0
Bd1,phytozome9_0,gene,8960249,8960620,.,-,.,Bradi1g12060,0
Bd1,phytozome9_0,gene,8971850,8975458,.,-,.,Bradi1g12067,0
Bd1,phytozome9_0,gene,8980671,8981956,.,+,.,Bradi1g12080,0
Bd1,phytozome9_0,gene,8983964,8985551,.,-,.,Bradi1g12090,1
Bd1,phytozome9_0,gene,8994324,8996663,.,-,.,Bradi1g12100,0
Bd1,phytozome9_0,gene,8999061,9005356,.,+,.,Bradi1g12110,0
