seqname,source,feature,start,end,score,strand,frame,attribute,motif
Bd1,phytozome9_0,gene,19300539,19304924,.,+,.,Bradi1g24040,1
Bd1,phytozome9_0,gene,19308308,19311526,.,+,.,Bradi1g24060,1
Bd1,phytozome9_0,gene,19318285,19320606,.,+,.,Bradi1g24080,1
Bd1,phytozome9_0,gene,19345884,19352680,.,+,.,Bradi1g24100,1
Bd1,phytozome9_0,gene,19363352,19367569,.,-,.,Bradi1g24110,1
Bd1,phytozome9_0,gene,19376024,19376904,.,+,.,Bradi1g24125,1
Bd1,phytozome9_0,gene,19380878,19399835,.,+,.,Bradi1g24130,1
Bd1,phytozome9_0,gene,19400280,19402906,.,-,.,Bradi1g24135,1
Bd1,phytozome9_0,gene,19404904,19406938,.,-,.,Bradi1g24140,1
Bd1,phytozome9_0,gene,19412584,19414956,.,+,.,Bradi1g24147,1
Bd1,phytozome9_0,gene,19415891,19417963,.,+,.,Bradi1g24160,1
Bd1,phytozome9_0,gene,19419101,19420047,.,-,.,Bradi1g24170,1
Bd1,phytozome9_0,gene,19421212,19421934,.,-,.,Bradi1g24180,1
Bd1,phytozome9_0,gene,19437917,19443325,.,-,.,Bradi1g24210,2
Bd1,phytozome9_0,gene,19458483,19462136,.,+,.,Bradi1g24240,1
Bd1,phytozome9_0,gene,19464693,19468177,.,+,.,Bradi1g24250,2
Bd1,phytozome9_0,gene,19493019,19496935,.,+,.,Bradi1g24277,1
Bd1,phytozome9_0,gene,19533374,19536976,.,+,.,Bradi1g24340,2
Bd1,phytozome9_0,gene,19538594,19539931,.,-,.,Bradi1g24347,1
Bd1,phytozome9_0,gene,19547725,19548099,.,+,.,Bradi1g24370,1
Bd1,phytozome9_0,gene,19558010,19559979,.,+,.,Bradi1g24390,2
Bd1,phytozome9_0,gene,19619972,19620602,.,-,.,Bradi1g24440,2
Bd1,phytozome9_0,gene,19670570,19674335,.,+,.,Bradi1g24457,1
Bd1,phytozome9_0,gene,19683638,19683792,.,-,.,Bradi1g24464,1
Bd1,phytozome9_0,gene,19753556,19755317,.,+,.,Bradi1g24490,1
Bd1,phytozome9_0,gene,19786366,19787214,.,+,.,Bradi1g24530,1
Bd1,phytozome9_0,gene,19789244,19792363,.,+,.,Bradi1g24540,1
Bd1,phytozome9_0,gene,19808997,19811682,.,+,.,Bradi1g24547,1
Bd1,phytozome9_0,gene,19814882,19824276,.,+,.,Bradi1g24560,1
Bd1,phytozome9_0,gene,19836386,19840639,.,+,.,Bradi1g24580,1
Bd1,phytozome9_0,gene,19841183,19848309,.,+,.,Bradi1g24590,1
Bd1,phytozome9_0,gene,19852505,19865362,.,+,.,Bradi1g24597,4
Bd1,phytozome9_0,gene,19877294,19881377,.,+,.,Bradi1g24610,1
Bd1,phytozome9_0,gene,19908814,19909041,.,+,.,Bradi1g24640,1
Bd1,phytozome9_0,gene,19912062,19912499,.,+,.,Bradi1g24650,1
Bd1,phytozome9_0,gene,19914352,19915806,.,+,.,Bradi1g24660,2
Bd1,phytozome9_0,gene,19940966,19943823,.,-,.,Bradi1g24700,1
Bd1,phytozome9_0,gene,20000593,20001753,.,-,.,Bradi1g24760,2
Bd1,phytozome9_0,gene,20009708,20011467,.,-,.,Bradi1g24770,1
Bd1,phytozome9_0,gene,20052179,20053075,.,+,.,Bradi1g24800,3
Bd1,phytozome9_0,gene,20067439,20070041,.,+,.,Bradi1g24820,2
Bd1,phytozome9_0,gene,20079821,20081031,.,+,.,Bradi1g24830,1
Bd1,phytozome9_0,gene,20098176,20105021,.,-,.,Bradi1g24850,3
Bd1,phytozome9_0,gene,20107430,20112172,.,+,.,Bradi1g24860,1
Bd1,phytozome9_0,gene,20131651,20136618,.,-,.,Bradi1g24900,2
Bd1,phytozome9_0,gene,20138247,20140317,.,-,.,Bradi1g24910,1
Bd1,phytozome9_0,gene,20143579,20147751,.,+,.,Bradi1g24920,2
Bd1,phytozome9_0,gene,20156081,20158558,.,+,.,Bradi1g24930,1
Bd1,phytozome9_0,gene,20202465,20207297,.,+,.,Bradi1g24960,1
Bd1,phytozome9_0,gene,20232691,20234311,.,+,.,Bradi1g24970,1
Bd1,phytozome9_0,gene,20234588,20236654,.,-,.,Bradi1g24980,3
Bd1,phytozome9_0,gene,20260440,20262093,.,+,.,Bradi1g24990,5
Bd1,phytozome9_0,gene,20275497,20280615,.,-,.,Bradi1g24996,1
Bd1,phytozome9_0,gene,20280496,20290173,.,-,.,Bradi1g25002,1
Bd1,phytozome9_0,gene,20292827,20294226,.,-,.,Bradi1g25010,3
Bd1,phytozome9_0,gene,20296750,20300787,.,+,.,Bradi1g25017,3
Bd1,phytozome9_0,gene,20301384,20302184,.,-,.,Bradi1g25030,2
Bd1,phytozome9_0,gene,20314749,20315441,.,+,.,Bradi1g25050,1
Bd1,phytozome9_0,gene,20343120,20344069,.,-,.,Bradi1g25070,1
Bd1,phytozome9_0,gene,20347619,20352484,.,-,.,Bradi1g25080,1
Bd1,phytozome9_0,gene,20356186,20358921,.,+,.,Bradi1g25090,1
Bd1,phytozome9_0,gene,20366057,20372427,.,-,.,Bradi1g25107,1
Bd1,phytozome9_0,gene,20381631,20384888,.,-,.,Bradi1g25117,3
Bd1,phytozome9_0,gene,20388334,20391500,.,-,.,Bradi1g25130,1
Bd1,phytozome9_0,gene,20406579,20407593,.,+,.,Bradi1g25140,1
Bd1,phytozome9_0,gene,20420333,20423514,.,-,.,Bradi1g25157,3
Bd1,phytozome9_0,gene,20445018,20450999,.,+,.,Bradi1g25170,1
Bd1,phytozome9_0,gene,20475301,20477249,.,-,.,Bradi1g25220,1
Bd1,phytozome9_0,gene,20478462,20479999,.,-,.,Bradi1g25230,1
Bd1,phytozome9_0,gene,20481979,20484764,.,+,.,Bradi1g25240,1
Bd1,phytozome9_0,gene,20520398,20520794,.,+,.,Bradi1g25290,1
Bd1,phytozome9_0,gene,20566609,20568220,.,+,.,Bradi1g25302,1
Bd1,phytozome9_0,gene,20600106,20600648,.,+,.,Bradi1g25330,2
Bd1,phytozome9_0,gene,20602092,20606625,.,-,.,Bradi1g25340,1
Bd1,phytozome9_0,gene,20613989,20617510,.,-,.,Bradi1g25350,1
Bd1,phytozome9_0,gene,20619511,20629171,.,-,.,Bradi1g25360,2
Bd1,phytozome9_0,gene,20650770,20651834,.,-,.,Bradi1g25400,1
Bd1,phytozome9_0,gene,20664599,20665977,.,-,.,Bradi1g25430,1
Bd1,phytozome9_0,gene,20669626,20672534,.,-,.,Bradi1g25440,1
Bd1,phytozome9_0,gene,20674474,20676627,.,-,.,Bradi1g25447,2
Bd1,phytozome9_0,gene,20680490,20682950,.,+,.,Bradi1g25460,3
Bd1,phytozome9_0,gene,20688615,20689415,.,-,.,Bradi1g25480,1
Bd1,phytozome9_0,gene,20692420,20695697,.,-,.,Bradi1g25487,1
Bd1,phytozome9_0,gene,20703351,20704672,.,+,.,Bradi1g25510,3
Bd1,phytozome9_0,gene,20739671,20742093,.,+,.,Bradi1g25517,1
Bd1,phytozome9_0,gene,20757667,20762902,.,+,.,Bradi1g25530,1
Bd1,phytozome9_0,gene,20775022,20778256,.,+,.,Bradi1g25564,1
Bd1,phytozome9_0,gene,20782988,20786793,.,+,.,Bradi1g25588,1
Bd1,phytozome9_0,gene,20787451,20791516,.,+,.,Bradi1g25600,1
Bd1,phytozome9_0,gene,20791714,20795086,.,-,.,Bradi1g25610,2
Bd1,phytozome9_0,gene,20797425,20798273,.,-,.,Bradi1g25620,1
Bd1,phytozome9_0,gene,20798682,20801305,.,+,.,Bradi1g25630,2
Bd1,phytozome9_0,gene,20803660,20807242,.,+,.,Bradi1g25640,1
Bd1,phytozome9_0,gene,20838727,20840827,.,-,.,Bradi1g25670,2
Bd1,phytozome9_0,gene,20856809,20859955,.,-,.,Bradi1g25697,1
Bd1,phytozome9_0,gene,20863104,20864838,.,+,.,Bradi1g25717,1
Bd1,phytozome9_0,gene,20865681,20869212,.,+,.,Bradi1g25727,1
Bd1,phytozome9_0,gene,20882618,20883487,.,-,.,Bradi1g25750,1
Bd1,phytozome9_0,gene,20886915,20889879,.,+,.,Bradi1g25760,1
Bd1,phytozome9_0,gene,20898522,20903699,.,-,.,Bradi1g25780,1
Bd1,phytozome9_0,gene,20911051,20911796,.,-,.,Bradi1g25800,1
Bd1,phytozome9_0,gene,20918763,20921568,.,+,.,Bradi1g25810,1
Bd1,phytozome9_0,gene,20920787,20925474,.,-,.,Bradi1g25816,1
Bd1,phytozome9_0,gene,20926282,20928243,.,-,.,Bradi1g25822,1
Bd1,phytozome9_0,gene,20928385,20939995,.,+,.,Bradi1g25830,1
Bd1,phytozome9_0,gene,20955774,20957779,.,-,.,Bradi1g25847,2
Bd1,phytozome9_0,gene,20977256,20979439,.,+,.,Bradi1g25870,1
Bd1,phytozome9_0,gene,20996659,21000692,.,-,.,Bradi1g25900,3
Bd1,phytozome9_0,gene,21003843,21006120,.,+,.,Bradi1g25910,1
Bd1,phytozome9_0,gene,21021045,21022522,.,+,.,Bradi1g25920,1
Bd1,phytozome9_0,gene,21052823,21054943,.,+,.,Bradi1g25937,1
Bd1,phytozome9_0,gene,21068082,21068711,.,+,.,Bradi1g25950,1
Bd1,phytozome9_0,gene,21073069,21073632,.,+,.,Bradi1g25960,1
Bd1,phytozome9_0,gene,21074633,21075214,.,+,.,Bradi1g25970,1
Bd1,phytozome9_0,gene,21075176,21083294,.,-,.,Bradi1g25977,2
Bd1,phytozome9_0,gene,21094689,21095962,.,-,.,Bradi1g25990,1
Bd1,phytozome9_0,gene,21106589,21108944,.,+,.,Bradi1g26000,2
Bd1,phytozome9_0,gene,21112619,21114594,.,-,.,Bradi1g26010,2
Bd1,phytozome9_0,gene,21116261,21119723,.,-,.,Bradi1g26020,1
Bd1,phytozome9_0,gene,21158160,21160667,.,-,.,Bradi1g26050,1
Bd1,phytozome9_0,gene,21162018,21170005,.,+,.,Bradi1g26060,1
Bd1,phytozome9_0,gene,21170245,21171240,.,-,.,Bradi1g26070,2
Bd1,phytozome9_0,gene,21172144,21174630,.,-,.,Bradi1g26080,2
Bd1,phytozome9_0,gene,21186843,21188808,.,-,.,Bradi1g26100,1
Bd1,phytozome9_0,gene,21195113,21196808,.,-,.,Bradi1g26120,1
Bd1,phytozome9_0,gene,21207132,21208646,.,-,.,Bradi1g26130,2
Bd1,phytozome9_0,gene,21209119,21210600,.,+,.,Bradi1g26140,1
Bd1,phytozome9_0,gene,21225702,21227458,.,-,.,Bradi1g26160,1
Bd1,phytozome9_0,gene,21266950,21270939,.,-,.,Bradi1g26210,2
Bd1,phytozome9_0,gene,21290802,21291439,.,-,.,Bradi1g26220,1
Bd1,phytozome9_0,gene,21328564,21330461,.,-,.,Bradi1g26270,1
Bd1,phytozome9_0,gene,21335837,21338474,.,-,.,Bradi1g26277,2
Bd1,phytozome9_0,gene,21342816,21345932,.,-,.,Bradi1g26287,1
Bd1,phytozome9_0,gene,21349185,21354744,.,+,.,Bradi1g26300,1
Bd1,phytozome9_0,gene,21377432,21379666,.,-,.,Bradi1g26330,1
Bd1,phytozome9_0,gene,21383106,21391990,.,+,.,Bradi1g26337,1
Bd1,phytozome9_0,gene,21407523,21408232,.,+,.,Bradi1g26380,2
Bd1,phytozome9_0,gene,21467734,21473962,.,-,.,Bradi1g26420,1
Bd1,phytozome9_0,gene,21480251,21481710,.,+,.,Bradi1g26430,1
Bd1,phytozome9_0,gene,21484621,21491877,.,-,.,Bradi1g26440,1
Bd1,phytozome9_0,gene,21496001,21503200,.,-,.,Bradi1g26457,2
Bd1,phytozome9_0,gene,21504203,21509276,.,-,.,Bradi1g26470,1
Bd1,phytozome9_0,gene,21514455,21515308,.,+,.,Bradi1g26480,1
Bd1,phytozome9_0,gene,21535740,21536864,.,+,.,Bradi1g26500,1
Bd1,phytozome9_0,gene,21537370,21542819,.,-,.,Bradi1g26510,2
Bd1,phytozome9_0,gene,21544010,21549147,.,-,.,Bradi1g26520,2
Bd1,phytozome9_0,gene,21565167,21568523,.,+,.,Bradi1g26530,1
Bd1,phytozome9_0,gene,21582361,21592493,.,+,.,Bradi1g26560,1
Bd1,phytozome9_0,gene,21599923,21601704,.,-,.,Bradi1g26570,3
Bd1,phytozome9_0,gene,21695533,21705364,.,+,.,Bradi1g26670,1
Bd1,phytozome9_0,gene,21706134,21711083,.,+,.,Bradi1g26680,1
Bd1,phytozome9_0,gene,21713749,21718217,.,+,.,Bradi1g26690,1
Bd1,phytozome9_0,gene,21747747,21750619,.,+,.,Bradi1g26720,1
Bd1,phytozome9_0,gene,21751041,21752039,.,-,.,Bradi1g26730,2
Bd1,phytozome9_0,gene,21756531,21757526,.,+,.,Bradi1g26740,2
Bd1,phytozome9_0,gene,21819359,21821321,.,+,.,Bradi1g26760,1
Bd1,phytozome9_0,gene,21846123,21846722,.,-,.,Bradi1g26780,1
Bd1,phytozome9_0,gene,21871011,21872925,.,+,.,Bradi1g26800,1
Bd1,phytozome9_0,gene,21880754,21887376,.,+,.,Bradi1g26810,1
Bd1,phytozome9_0,gene,21889968,21897477,.,+,.,Bradi1g26820,4
Bd1,phytozome9_0,gene,21899958,21905618,.,+,.,Bradi1g26830,1
Bd1,phytozome9_0,gene,21905881,21907759,.,-,.,Bradi1g26840,1
Bd1,phytozome9_0,gene,21910720,21913352,.,-,.,Bradi1g26850,3
Bd1,phytozome9_0,gene,21925085,21930565,.,-,.,Bradi1g26857,1
Bd1,phytozome9_0,gene,21981702,21985835,.,+,.,Bradi1g26900,3
Bd1,phytozome9_0,gene,22013518,22014958,.,+,.,Bradi1g26920,3
Bd1,phytozome9_0,gene,22019073,22030104,.,-,.,Bradi1g26930,1
Bd1,phytozome9_0,gene,22034356,22047370,.,+,.,Bradi1g26940,1
Bd1,phytozome9_0,gene,22050194,22051245,.,-,.,Bradi1g26950,1
Bd1,phytozome9_0,gene,22057330,22060502,.,-,.,Bradi1g26960,1
Bd1,phytozome9_0,gene,22064637,22067024,.,+,.,Bradi1g26970,2
Bd1,phytozome9_0,gene,22073504,22075310,.,-,.,Bradi1g26990,1
Bd1,phytozome9_0,gene,22108292,22119280,.,+,.,Bradi1g27027,2
Bd1,phytozome9_0,gene,22133671,22141158,.,-,.,Bradi1g27060,1
Bd1,phytozome9_0,gene,22143817,22145378,.,+,.,Bradi1g27070,1
Bd1,phytozome9_0,gene,22147519,22152454,.,+,.,Bradi1g27080,1
Bd1,phytozome9_0,gene,22154924,22157112,.,+,.,Bradi1g27090,1
Bd1,phytozome9_0,gene,22267866,22275057,.,-,.,Bradi1g27180,2
Bd1,phytozome9_0,gene,22275213,22278654,.,+,.,Bradi1g27190,1
Bd1,phytozome9_0,gene,22298666,22304173,.,+,.,Bradi1g27197,1
Bd1,phytozome9_0,gene,22337629,22342294,.,+,.,Bradi1g27250,1
Bd1,phytozome9_0,gene,22347715,22349719,.,+,.,Bradi1g27257,2
Bd1,phytozome9_0,gene,22350282,22352842,.,-,.,Bradi1g27270,1
Bd1,phytozome9_0,gene,22355792,22357231,.,-,.,Bradi1g27275,3
Bd1,phytozome9_0,gene,22362214,22363862,.,+,.,Bradi1g27280,3
Bd1,phytozome9_0,gene,22410176,22417894,.,+,.,Bradi1g27344,1
Bd1,phytozome9_0,gene,22424047,22427333,.,+,.,Bradi1g27356,1
Bd1,phytozome9_0,gene,22434385,22447642,.,-,.,Bradi1g27377,1
Bd1,phytozome9_0,gene,22635467,22638127,.,-,.,Bradi1g27480,2
Bd1,phytozome9_0,gene,22651608,22654633,.,-,.,Bradi1g27490,1
Bd1,phytozome9_0,gene,22803595,22809378,.,-,.,Bradi1g27595,5
Bd1,phytozome9_0,gene,22819817,22821498,.,+,.,Bradi1g27700,1
Bd1,phytozome9_0,gene,22837621,22840021,.,-,.,Bradi1g27720,1
Bd1,phytozome9_0,gene,22860017,22865787,.,+,.,Bradi1g27740,1
Bd1,phytozome9_0,gene,22882825,22886656,.,-,.,Bradi1g27770,1
Bd1,phytozome9_0,gene,22886878,22888165,.,-,.,Bradi1g27780,1
Bd1,phytozome9_0,gene,22907627,22914711,.,-,.,Bradi1g27807,2
Bd1,phytozome9_0,gene,22960817,22962019,.,-,.,Bradi1g27830,3
Bd1,phytozome9_0,gene,22963342,22964756,.,-,.,Bradi1g27840,1
Bd1,phytozome9_0,gene,23020519,23020791,.,+,.,Bradi1g27850,1
Bd1,phytozome9_0,gene,23053952,23056153,.,-,.,Bradi1g27867,2
Bd1,phytozome9_0,gene,23082395,23082928,.,+,.,Bradi1g27900,1
Bd1,phytozome9_0,gene,23085972,23087701,.,+,.,Bradi1g27910,1
Bd1,phytozome9_0,gene,23097701,23099607,.,+,.,Bradi1g27920,1
Bd1,phytozome9_0,gene,23103451,23104876,.,-,.,Bradi1g27930,2
Bd1,phytozome9_0,gene,23107075,23111663,.,-,.,Bradi1g27940,2
Bd1,phytozome9_0,gene,23118559,23123255,.,+,.,Bradi1g27947,1
Bd1,phytozome9_0,gene,23127710,23128641,.,+,.,Bradi1g27960,1
Bd1,phytozome9_0,gene,23132903,23134707,.,-,.,Bradi1g27980,1
Bd1,phytozome9_0,gene,23138828,23143016,.,+,.,Bradi1g27990,1
Bd1,phytozome9_0,gene,23148184,23165069,.,+,.,Bradi1g28000,1
Bd1,phytozome9_0,gene,23178073,23178407,.,-,.,Bradi1g28020,1
Bd1,phytozome9_0,gene,23178772,23179014,.,+,.,Bradi1g28030,1
Bd1,phytozome9_0,gene,23180602,23183359,.,+,.,Bradi1g28040,1
Bd1,phytozome9_0,gene,23184113,23184616,.,+,.,Bradi1g28050,1
Bd1,phytozome9_0,gene,23184911,23186043,.,-,.,Bradi1g28055,2
Bd1,phytozome9_0,gene,23189503,23192954,.,-,.,Bradi1g28060,2
Bd1,phytozome9_0,gene,23206007,23207117,.,-,.,Bradi1g28070,1
Bd1,phytozome9_0,gene,23211841,23218395,.,-,.,Bradi1g28080,3
Bd1,phytozome9_0,gene,23222233,23227192,.,-,.,Bradi1g28100,1
Bd1,phytozome9_0,gene,23286673,23289341,.,+,.,Bradi1g28130,4
Bd1,phytozome9_0,gene,23325241,23340046,.,-,.,Bradi1g28167,1
Bd1,phytozome9_0,gene,23343692,23344492,.,-,.,Bradi1g28180,1
Bd1,phytozome9_0,gene,23346502,23350894,.,-,.,Bradi1g28190,2
Bd1,phytozome9_0,gene,23381289,23388275,.,+,.,Bradi1g28210,3
Bd1,phytozome9_0,gene,23460620,23461555,.,-,.,Bradi1g28250,1
Bd1,phytozome9_0,gene,23462040,23468815,.,-,.,Bradi1g28260,2
Bd1,phytozome9_0,gene,23475647,23482592,.,-,.,Bradi1g28267,1
Bd1,phytozome9_0,gene,23502047,23508141,.,-,.,Bradi1g28310,1
Bd1,phytozome9_0,gene,23522386,23524664,.,+,.,Bradi1g28320,1
Bd1,phytozome9_0,gene,23572961,23586654,.,-,.,Bradi1g28353,1
Bd1,phytozome9_0,gene,23588380,23594617,.,-,.,Bradi1g28366,1
Bd1,phytozome9_0,gene,23612642,23619310,.,-,.,Bradi1g28380,1
Bd1,phytozome9_0,gene,23629581,23632956,.,+,.,Bradi1g28390,2
Bd1,phytozome9_0,gene,23635036,23639109,.,-,.,Bradi1g28400,2
Bd1,phytozome9_0,gene,23642661,23644747,.,+,.,Bradi1g28410,2
Bd1,phytozome9_0,gene,23646186,23658172,.,-,.,Bradi1g28416,1
Bd1,phytozome9_0,gene,23664518,23669619,.,+,.,Bradi1g28430,1
Bd1,phytozome9_0,gene,23689812,23690288,.,+,.,Bradi1g28450,2
Bd1,phytozome9_0,gene,23696485,23697622,.,-,.,Bradi1g28460,3
Bd1,phytozome9_0,gene,23704752,23705549,.,+,.,Bradi1g28467,2
Bd1,phytozome9_0,gene,23801641,23804013,.,+,.,Bradi1g28490,2
Bd1,phytozome9_0,gene,23805823,23806913,.,-,.,Bradi1g28500,1
Bd1,phytozome9_0,gene,23827492,23828430,.,-,.,Bradi1g28520,1
Bd1,phytozome9_0,gene,23839298,23846113,.,-,.,Bradi1g28530,1
Bd1,phytozome9_0,gene,23849168,23857016,.,+,.,Bradi1g28540,3
Bd1,phytozome9_0,gene,23862999,23864347,.,-,.,Bradi1g28550,1
Bd1,phytozome9_0,gene,23867124,23867533,.,+,.,Bradi1g28560,1
Bd1,phytozome9_0,gene,23879833,23881640,.,-,.,Bradi1g28580,1
Bd1,phytozome9_0,gene,23887566,23889272,.,-,.,Bradi1g28590,1
Bd1,phytozome9_0,gene,23915427,23916979,.,+,.,Bradi1g28610,1
Bd1,phytozome9_0,gene,23918784,23919302,.,-,.,Bradi1g28620,1
Bd1,phytozome9_0,gene,24017425,24018336,.,+,.,Bradi1g28720,1
Bd1,phytozome9_0,gene,24077037,24079470,.,+,.,Bradi1g28750,2
Bd1,phytozome9_0,gene,24084808,24087780,.,-,.,Bradi1g28760,1
Bd1,phytozome9_0,gene,24113058,24114395,.,-,.,Bradi1g28780,1
Bd1,phytozome9_0,gene,24153318,24154566,.,-,.,Bradi1g28810,3
Bd1,phytozome9_0,gene,24189871,24196231,.,+,.,Bradi1g28840,1
Bd1,phytozome9_0,gene,24213589,24217219,.,+,.,Bradi1g28870,1
Bd1,phytozome9_0,gene,24219307,24220602,.,+,.,Bradi1g28880,1
Bd1,phytozome9_0,gene,24226468,24229665,.,+,.,Bradi1g28890,1
Bd1,phytozome9_0,gene,24271083,24278580,.,-,.,Bradi1g28920,1
Bd1,phytozome9_0,gene,24287759,24287881,.,-,.,Bradi1g28925,1
Bd1,phytozome9_0,gene,24293762,24297974,.,-,.,Bradi1g28930,3
Bd1,phytozome9_0,gene,24358048,24359824,.,+,.,Bradi1g28967,1
Bd1,phytozome9_0,gene,24382285,24383839,.,-,.,Bradi1g28980,1
Bd1,phytozome9_0,gene,24389801,24396133,.,-,.,Bradi1g28990,1
Bd1,phytozome9_0,gene,24421591,24422635,.,+,.,Bradi1g29000,1
Bd1,phytozome9_0,gene,24486501,24492916,.,+,.,Bradi1g29010,2
Bd1,phytozome9_0,gene,24494198,24509460,.,-,.,Bradi1g29020,2
Bd1,phytozome9_0,gene,24527633,24532354,.,-,.,Bradi1g29030,1
Bd1,phytozome9_0,gene,24591941,24606045,.,-,.,Bradi1g29077,1
Bd1,phytozome9_0,gene,24725466,24730193,.,-,.,Bradi1g29147,1
Bd1,phytozome9_0,gene,24735336,24740895,.,-,.,Bradi1g29167,1
Bd1,phytozome9_0,gene,24745725,24751376,.,-,.,Bradi1g29187,2
Bd1,phytozome9_0,gene,24755161,24758560,.,+,.,Bradi1g29210,2
Bd1,phytozome9_0,gene,24759651,24760881,.,+,.,Bradi1g29220,1
Bd1,phytozome9_0,gene,24761305,24762230,.,-,.,Bradi1g29230,1
Bd1,phytozome9_0,gene,24763167,24765894,.,+,.,Bradi1g29240,2
Bd1,phytozome9_0,gene,24791148,24793381,.,+,.,Bradi1g29260,1
Bd1,phytozome9_0,gene,24810968,24813810,.,-,.,Bradi1g29287,2
Bd1,phytozome9_0,gene,24814198,24817460,.,-,.,Bradi1g29300,2
Bd1,phytozome9_0,gene,24820202,24820651,.,+,.,Bradi1g29310,1
Bd1,phytozome9_0,gene,24824393,24826488,.,+,.,Bradi1g29320,1
Bd1,phytozome9_0,gene,24918282,24926945,.,+,.,Bradi1g29360,1
Bd1,phytozome9_0,gene,24957660,24963283,.,+,.,Bradi1g29370,3
Bd1,phytozome9_0,gene,24963538,24965176,.,-,.,Bradi1g29380,1
Bd1,phytozome9_0,gene,24983307,24985914,.,-,.,Bradi1g29390,1
Bd1,phytozome9_0,gene,24993192,24998222,.,+,.,Bradi1g29410,1
Bd1,phytozome9_0,gene,24998653,25000230,.,-,.,Bradi1g29420,2
Bd1,phytozome9_0,gene,25004334,25007956,.,+,.,Bradi1g29427,2
Bd1,phytozome9_0,gene,25010870,25013462,.,+,.,Bradi1g29434,2
Bd1,phytozome9_0,gene,25043461,25047168,.,-,.,Bradi1g29464,2
Bd1,phytozome9_0,gene,25049125,25051149,.,-,.,Bradi1g29471,1
Bd1,phytozome9_0,gene,25051972,25054365,.,-,.,Bradi1g29480,2
Bd1,phytozome9_0,gene,25056416,25058001,.,-,.,Bradi1g29490,1
Bd1,phytozome9_0,gene,25058877,25061029,.,+,.,Bradi1g29500,2
Bd1,phytozome9_0,gene,25080623,25087678,.,+,.,Bradi1g29510,1
Bd1,phytozome9_0,gene,25086463,25088264,.,-,.,Bradi1g29515,1
Bd1,phytozome9_0,gene,25088665,25092594,.,-,.,Bradi1g29520,2
Bd1,phytozome9_0,gene,25095366,25097562,.,+,.,Bradi1g29530,1
Bd1,phytozome9_0,gene,25104705,25108191,.,-,.,Bradi1g29537,1
Bd1,phytozome9_0,gene,25117240,25119007,.,+,.,Bradi1g29550,1
Bd1,phytozome9_0,gene,25125430,25129991,.,+,.,Bradi1g29570,1
Bd1,phytozome9_0,gene,25130302,25136932,.,-,.,Bradi1g29577,1
Bd1,phytozome9_0,gene,25145479,25148725,.,+,.,Bradi1g29590,1
Bd1,phytozome9_0,gene,25154508,25155064,.,+,.,Bradi1g29610,1
Bd1,phytozome9_0,gene,25178901,25180448,.,-,.,Bradi1g29634,1
Bd1,phytozome9_0,gene,25183029,25185049,.,-,.,Bradi1g29646,1
Bd1,phytozome9_0,gene,25186509,25192493,.,-,.,Bradi1g29658,2
Bd1,phytozome9_0,gene,25240146,25241510,.,-,.,Bradi1g29693,2
Bd1,phytozome9_0,gene,25241568,25245496,.,-,.,Bradi1g29696,1
Bd1,phytozome9_0,gene,25248348,25251340,.,+,.,Bradi1g29700,2
Bd1,phytozome9_0,gene,25254061,25255896,.,-,.,Bradi1g29710,1
Bd1,phytozome9_0,gene,25258538,25261643,.,+,.,Bradi1g29720,2
Bd1,phytozome9_0,gene,25268427,25270248,.,-,.,Bradi1g29730,1
Bd1,phytozome9_0,gene,25296237,25299446,.,-,.,Bradi1g29792,1
Bd1,phytozome9_0,gene,25333601,25337422,.,+,.,Bradi1g29830,2
Bd1,phytozome9_0,gene,25351801,25352859,.,+,.,Bradi1g29857,3
Bd1,phytozome9_0,gene,25383625,25384464,.,-,.,Bradi1g29880,1
Bd1,phytozome9_0,gene,25388337,25392472,.,+,.,Bradi1g29900,1
Bd1,phytozome9_0,gene,25406806,25407713,.,+,.,Bradi1g29910,1
Bd1,phytozome9_0,gene,25408086,25411112,.,-,.,Bradi1g29920,1
Bd1,phytozome9_0,gene,25416120,25421532,.,+,.,Bradi1g29930,1
Bd1,phytozome9_0,gene,25433858,25435991,.,-,.,Bradi1g29970,2
Bd1,phytozome9_0,gene,25436586,25439473,.,-,.,Bradi1g29980,1
Bd1,phytozome9_0,gene,25439752,25444179,.,+,.,Bradi1g29990,2
Bd1,phytozome9_0,gene,25455526,25467672,.,-,.,Bradi1g30007,2
Bd1,phytozome9_0,gene,25468764,25471072,.,-,.,Bradi1g30020,2
Bd1,phytozome9_0,gene,25472256,25474610,.,-,.,Bradi1g30026,1
Bd1,phytozome9_0,gene,25492349,25498664,.,+,.,Bradi1g30040,1
Bd1,phytozome9_0,gene,25504273,25507153,.,+,.,Bradi1g30060,1
Bd1,phytozome9_0,gene,25509752,25510844,.,+,.,Bradi1g30070,1
Bd1,phytozome9_0,gene,25524898,25525797,.,+,.,Bradi1g30090,2
Bd1,phytozome9_0,gene,25527073,25527866,.,+,.,Bradi1g30100,1
Bd1,phytozome9_0,gene,25530411,25535954,.,+,.,Bradi1g30110,2
Bd1,phytozome9_0,gene,25539195,25540530,.,+,.,Bradi1g30117,1
Bd1,phytozome9_0,gene,25540745,25546115,.,-,.,Bradi1g30130,1
Bd1,phytozome9_0,gene,25546820,25549746,.,-,.,Bradi1g30140,1
Bd1,phytozome9_0,gene,25550513,25553881,.,-,.,Bradi1g30150,2
